,TITLE,TIME,CATEGORY,DESCRIPTION,CONTENT,KEYWORDS,FROM,LINK
154,《盤後解析》台股翻新頁 劍指17800點,2021-06-30 14:33:47,財經,美國經濟數據強勁，美股周二續揚，標普500指數、那斯達克指數以及費半指數均創新高；台股電金指數小漲，航運股萬海(2615)等貨櫃三雄漲停，加上中鋼(2002)率鋼鐵股續攻，電金傳齊力合攻，收盤漲157點創下17755點新高,"美國經濟數據強勁，美股周二續揚，標普500指數、那斯達克指數以及費半指數均創新高；台股電金指數小漲，航運股萬海(2615)等貨櫃三雄漲停，加上中鋼(2002)率鋼鐵股續攻，電金傳齊力合攻，收盤漲157點創下17755點新高，成交值5341億元。

美國經濟數據強勁，美國6月份消費者信心增強，4月房價創下30多年來最大漲幅，美股四大指數均上漲，漲幅介於0.03%至0.77%，其中費半指數表現最為強勢，台積電ADR上漲0.52%。



台股今早由台積電(2330)、聯發科(2454)等大型電子股領軍，鋼鐵股股價連三天噴漲，加上航運的萬海股價重回300元之上；電金傳全面上攻，台股開高走高，早盤即大漲逾150點，最高漲199點達17797點，創下歷史新高。

美國以科技股為主的那斯達克指數，再創歷史高點；台積電開高，早盤漲4元至599元，但台積電收盤回到平盤595元略壓抑指數尾盤再攻。股價在相對低檔的聯發科則發動攻勢，以及華邦電(2344)、晶豪科(3006)等記憶體股續強，支撐電子股。

本周最強勢的鋼鐵股由中鋼(2002)領軍，盤中持續有燁輝(2023)、彰源(2030)等數檔漲停，股價創新高。

此外，航運貨櫃三雄萬海、陽明(2609)、長榮(2603)股價上漲，尾盤均攻漲停；散裝的慧洋-KY(2637)、裕民(2606)攻勢再起。加上金融股指數上揚；電金傳合力上攻，台股盤中17797點再創新高。收盤17755點，也創下收盤價新高。

台股加權指數周二再創新高，惟創新高後隨即遭遇賣壓，K線出現帶量上影線黑K，但今日在美股持續創高，台股電子股上攻，以及鋼鐵股航運股續攻，強勢股再攻，且電子及金融也同步走升，台股今日再創新高，多頭銳不可當。目前技術股強勢，預計下半周台股仍有機會再向上挑戰17800點以上新高。



",,中時新聞網,https://www.chinatimes.com/realtimenews/20210630003429-260410
155,美股走軟影響 台股早盤大跌逾百點,2021-06-21 09:23:27,財經,受美股大跌影響，台股加權指數21日開低在17305.49點，被外資降評的台積電（2330），股價開低在590元，大跌13元，惟航運股依然強勢，包括貨櫃三雄長榮（2603）等，散裝航運股裕民（2606）等，以及面板族群紛紛走揚，,"受美股大跌影響，台股加權指數21日開低在17305.49點，被外資降評的台積電（2330），股價開低在590元，大跌13元，惟航運股依然強勢，包括貨櫃三雄長榮（2603）等，散裝航運股裕民（2606）等，以及面板族群紛紛走揚，台股早盤雖指數雖大跌逾百點，但人氣股航海王股價依舊一片紅通通。

美國聯準會官員布拉德說他支持2022年就升息、比市場原本預期還要早上許多，再加上四巫日攪局，衝擊美國四大指數6月18日走軟，道瓊工業平均指數、標準普爾500指數，寫下數個月以來最大單周跌幅。

道瓊工業平均指數6月18日終場下跌1.58％（533.37點）、收33290.08點，創4月1日以來收盤新低；周K線下挫3.45％，創2020年10月30日當周以來最大周跌幅。

那斯達克指數下跌0.92％（130.97點）％、收14030.38點；周K線下跌0.28％。

費城半導體指數下挫2.44％（78.90點）、收3152.81點；周K線下挫1.78％。

元富投顧指出，最近聯準會（Fed）的發言，推估貨幣政策可能搖擺，會持續一段日子，美國CPI大增5％，市場解讀為短時間現象。台股17000整數關卡，成多空重要關卡，目前站穩中，原則上以熱門強勢股操作。

現階段觀察重點，優先選擇漲價題材到年底或後疫情時代概念股，短線主打貨櫃和散裝航運，包括萬海、長榮和陽明是重要指標，散裝的部份，包括四維航、中航、台航、新興和裕民等，也將是強勢股。

電子股的部份，包括茂達、力旺和晶技屬投信作帳股，也可留意。",,中時新聞網,https://www.chinatimes.com/realtimenews/20210621001261-260410
156,《台北股市》盤中焦點股：彰源、興勤、台玻、統振、茂迪、聚和、晶宏,2021-06-30 10:35:48,財經,1.台積電(2330)：昨獲外資買超11074張，加上昨夜ADR漲0.52%，今早股價開高599元，蓄勢重返600關。2.彰源(2030)：不鏽鋼市況持續升溫，可望熱到Q4，不理昨外資轉賣超，今早放量跳空漲停鎖死。3.大成鋼(2027)：美國基,"1.台積電(2330)：昨獲外資買超11074張，加上昨夜ADR漲0.52%，今早股價開高599元，蓄勢重返600關。

2.彰源(2030)：不鏽鋼市況持續升溫，可望熱到Q4，不理昨外資轉賣超，今早放量跳空漲停鎖死。

3.大成鋼(2027)：美國基建計畫需求，俄羅斯擬加徵出口稅，營運可望持續受惠，今早人氣不墜，續漲逾7%。

4.榮成(1909)：外資、自營商昨聯手轉買超，激勵早盤挾量強彈逾4%，躍過5日線。

5.東森(2614)：電商業績豐碩，早盤一度漲4%。

6.慶騰(4534)：外資連3日買超，早盤續漲逾6%。

7.元大金(2885)：基本面有撐，不理外資連2日賣超，早盤漲約2%。

8.開發金(2883)：攜台灣微軟，攻數位商機，早盤彈漲1.5%。

9.富強鑫(6603)：訂單旺到年底，早盤漲逾4%。

10.京元電子(2449)：染疫風波告一段落，早盤漲逾4.5%。

11.興勤(2428)：產能滿載，6月營收受期待，多方續攻，早盤走高5%以上，一度衝過200關。

12.晶技(3042)：外資昨日買超逾2300張，創高後修正結束，晨盤反彈3%先拿回5日線。

13.精星(8183)：寧德時代拿下特斯拉訂單，供應鏈一同吃補，股價最高衝上58.2元。

14.志信(2611)：外資昨日買超逾4800張，股價便宜吸引買盤進場，一度衝高7%。

15.萬海(2615)：本土法人喊出411元目標價，多方休息1日再上路，股價重回300元，拉升半根漲停板。

16.華園(2702)：確診數跌破百例，期待微解封與暑假出遊潮，勁揚6%。

17.台玻(1802)：外資昨日買超近3900張，籌碼面偏多點火，一早衝上漲停板鎖住。

18.統振(6170)：7月2日除息，吸引買盤搶先卡位，已連拉4根漲停，站上逾10年高點。

19.茂迪(6244)：下游抵制效益顯，太陽能矽晶圓降價，昨獲三大法人聯手買超相挺，晨盤火速攻頂，跳上季線與半年線。

20.聚和(6509)：寧德時代啖大單，供應鏈樂翻，連兩日亮燈漲停，衝上逾10年高價。

21.國碩(2406)：多晶矽降價點火，太陽能族群集體強彈，盤初攀揚4%，站上波段高。

22.晶宏(3141)：搭上歐美疫情解封商機，下半年出貨看旺，昨獲外資翻多買超1400張，盤初差一檔亮燈漲停，改寫天價140元。



",,中時新聞網,https://www.chinatimes.com/realtimenews/20210630001786-260410
157,《半導體》台積電獲ISO／IEC 15408 EAL6安全認證 加速客戶產品上市,2021-06-30 16:15:51,財經,隨著數位科技發展，智慧卡、行動支付、晶片護照、身分證件電子化等資訊安全產品需求提升，取得ISO/IEC 15408安全認證已成為產品能否上市的重要關鍵。台積電(2330)持續通過ISO/IEC 15408 EAL6安全認證，將可節省產品,"隨著數位科技發展，智慧卡、行動支付、晶片護照、身分證件電子化等資訊安全產品需求提升，取得ISO/IEC 15408安全認證已成為產品能否上市的重要關鍵。台積電(2330)持續通過ISO/IEC 15408 EAL6安全認證，將可節省產品認證的時間成本，協助客戶產品贏得市場先機。

台積公司除了協助客戶的資訊安全產品取得認證外，為免除客戶於產品生產過程中必須每次重複認證的程序，台積公司率國內業界之先、持續以垂直整合形式通過認證，截至民國110年6月，總計有四個超大晶圓廠及二個封測廠取得ISO/IEC 15408廠區安全認證EAL6等級，具備隨時可接受並生產高安全性產品的防護規格，讓終端產品應用更安全。



台積公司資訊技術及資材暨風險管理資深副總經理林錦坤表示，通過ISO/IEC 15408 EAL6安全認證是製造安全晶片的重要指標，不僅代表台積公司的安全防護獲得國際認可，同時協助客戶節省產品認證的時間成本，讓產品更快上市。

ISO/IEC 15408分為產品認證（Product Certification）與廠區認證（Site Certification）二大類別，產品認證方面，每年台積公司均針對客戶的高安全性晶片產品，透過第三方單位稽核製造生產的廠區，目前晶圓十二A廠、晶圓十五A廠、晶圓十八A廠皆已協助客戶成功取得產品認證；台積公司亦同時持續進行廠區認證，包括晶圓十二B廠、晶圓十四A廠、晶圓十四B廠、晶圓十五B廠以及先進封測二廠、先進封測五廠皆取得ISO/IEC 15408 EAL6安全認證，節省客戶因認證耗費的時間成本，加速產品上市時程。

台積公司指出，預計民國110年年底前取得晶圓十五A廠ISO/IEC 15408安全認證，民國111年擬針對先進封測六廠（建置中）及超大晶圓廠區的擴增廠域進行認證作業，全力強化安全產品保護實力。



",,中時新聞網,https://www.chinatimes.com/realtimenews/20210630004217-260410
158,《熱門族群》ADR同漲 晶圓雙雄攜手撐盤,2021-05-26 10:35:09,財經,美國科技股尚穩，費城半導體指數漲0.37%，台積電美國存託憑證(ADR)漲0.57%，台積電(2330)今跳空開高4元達587元，也帶領台股早盤持續反彈，一度攻上16700點之上。聯電(2303)也隨著ADR開高，早盤最高達53.5元，站穩50,"美國科技股尚穩，費城半導體指數漲0.37%，台積電美國存託憑證(ADR)漲0.57%，台積電(2330)今跳空開高4元達587元，也帶領台股早盤持續反彈，一度攻上16700點之上。聯電(2303)也隨著ADR開高，早盤最高達53.5元，站穩50元關卡，且完全回補5月11日的跳空大缺口。

美國聯準會 (Fed) 副主席克拉里達(Richard Clarida)周二表示，目前沒有必要倉促談論縮減購債，周二美股震盪整理，費半指數上漲0.37%，其他三大指數皆小跌。台積電ADR則上漲0.57%、聯電也漲3.21%。



台積電美國存託憑證(ADR)續漲，今早股價再度跳空開高，站穩月線，最高588元再創本波反彈以來新高，也帶領台股今日再創5月12日以來新高。台積電今早最高588元，距11日的大跳空缺口的上緣589元僅差1元；外資周二大幅買超12871張，連續三天共買超17122張。

聯電ADR漲3.21%，繼周二股價跳空開高重回50元大關之上，並領先回到季線以上。今早盤最高達53.5元，再創5月11日以來新高，且回到本土疫情爆發的5月10日的股價水準，周一，三大法人聯手買超聯電13572張。周二呈現土洋對作，外資賣超5998張，但本土投信法人及自營商大舉加碼，三大法人合計買超17175張。

台積電及聯電本季業績續旺，營收挑戰新高。今年晶圓代工產能緊俏，兩家公司全年營收均將再創新高。

台積電日前參加外資舉辦的線上法人說明會，依據台積電上傳4月法說會資料，顯示第2季營運目標不變，單季營收將達約129億至132億美元，可望創歷史新高，高效能運算(HPC)平台業務持續成長，是推升第2季業績攀高的主要動力。

聯電第2季營運展望同步樂觀，預期將持續供不應求，產能利用率維持100%，晶圓出貨量將增加2%，平均售價將揚升3%至4%。以此推估，第2季營收將季增5-6%，再創新高；聯電公司並預期，今年整體ASP將成長近10%，較前次法說會預估的數字上調。



",,中時新聞網,https://www.chinatimes.com/realtimenews/20210526001814-260410
159,逐洞賽｜證券分析師陳杰瑞,2021-05-20 17:29:51,財經,"證券分析師陳杰瑞表示，台股20日為總統就職紀念日，惟受到台灣疫情增溫，再加上缺水、缺電，預期竹科恐將出現限水情況下，科技股見到調節賣壓，尾盤雖有台積電（2330）挺身而出狂拉，終場大盤仍下跌90.3點，收在16,0","證券分析師陳杰瑞表示，台股20日為總統就職紀念日，惟受到台灣疫情增溫，再加上缺水、缺電，預期竹科恐將出現限水情況下，科技股見到調節賣壓，尾盤雖有台積電（2330）挺身而出狂拉，終場大盤仍下跌90.3點，收在16,042.36點，520行情落空。

就技術面觀察，大盤18日多方表態後，未能一鼓作氣，連兩個交易日於橫盤附近震盪，氣勢有些偏弱。不過，台股目前仍守在5日均線上，5日均線扣抵值扣在相對低檔，故台股未來一兩個交易日，將視多方良好的攻擊點。此外，台積電最後一盤急拉，也意味台股多方仍有企圖心，短線可偏多看待，反彈至月均線之看法不變。

個股方面，本周納入投資組合的環球晶，全球四大矽晶圓廠同步看旺，12吋矽晶圓將供不應求，且明年可能出現缺貨，股價短底成型，買盤逐漸增溫。

選股方面，台股盤面目前欠缺主流，電子股自18日態上攻後，連兩日表現弱勢。傳產部分，鋼鐵族群20日也見到重挫，僅有航運族群表現相對強勢；反觀前兩日股價疲軟的防疫概念股，股價20日又再度回神，台耀、保瑞股價20日均亮燈漲停，大江、泰博等檢測試劑股也多有表現。

展望後市，台股目前強勢族群輪動過於快速，操作難度頗高，建議投資人依照KD指標訊號操作，較不易出現抓龜走鱉、患得患失的情形。",,中時新聞網,https://www.chinatimes.com/realtimenews/20210520005138-260410
160,《盤中解析》多空拉鋸 萬六有難,2021-05-20 11:26:23,財經,美股周三表現疲弱，四大指數僅費半獨紅撐盤，台股周四在多空拉鋸下持續震盪，加權指數以下跌10.14點的16122.52點開出，一度翻紅小漲21.42點，惟電子交易占比仍低於5成，盤中賣壓湧現再度下殺，一度下跌159.04點至159,"美股周三表現疲弱，四大指數僅費半獨紅撐盤，台股周四在多空拉鋸下持續震盪，加權指數以下跌10.14點的16122.52點開出，一度翻紅小漲21.42點，惟電子交易占比仍低於5成，盤中賣壓湧現再度下殺，一度下跌159.04點至15943.45點，多空於「萬六」關卡激戰。



截至11點，加權指數下跌131.68點、為16000.98點，盤中一度下跌189.21點至15943.45點，成交量估回升至近5000億元。櫃買指數則開高走低，上漲1.27點觸及190.35點後壓回，一度下跌1.29點至187.79點，截至11點下跌0.53點、為188.55點。



盤面各類股漲多跌少，由航運股開低走高領軍、一度勁揚4.97％，惟漲勢隨後收斂至僅剩0.5％，食品股開高漲近1％、惟盤中再度壓回接近平盤。電子股成交占比僅4成，與金融股齊跌近1％，玻陶及鋼鐵股重跌約4％，電器電纜及造紙股跌逾2.5％，表現偏弱。



權值股亦漲多跌少，以台達電(2308)漲逾2％較強，統一(1216)、鴻海(2317)、大立光(3008)、日月光投控(3711)力守平盤之上。台積電(2330)跌約1％，長榮(2603)爆量震盪、漲近7.5％後急壓回平盤，中鋼(2002)賣壓湧現重挫4.5％、聯電(2303)跌近2.5％，表現明顯偏弱。



分析師指出，台股近日在半年線回穩後反彈，然因美股表現偏弱、國內疫情變數仍在，使指數逼近季線及短期均線反壓後呈現狹幅盤整，在干擾變數仍多、中長期技術面偏弱下，預期難以明確往上攻高，將維持半年線至季線間整理的中期修正走勢不變。



分析師指出，台股短線暫時擺脫破底走勢，但欲持續反彈壓力仍大，由於疫情變數仍高，操作上留意持股風險，反彈若無法站穩季線或跌破5日線則宜減碼。短打可聚焦近期法人加碼、具業績題材股，技術面偏空、業績展望欠佳及法人賣超股則宜逢彈減碼。",,中時新聞網,https://www.chinatimes.com/realtimenews/20210520002293-260410
161,《盤中解析》傳產、面板有撐 台股激情後震盪,2021-05-19 11:26:26,財經,周二美股震盪收低，科技股走跌。台積電(2330)今日開低，台股開低後震盪，早盤倚靠航運、鋼鐵等前波最強勢的傳產股上攻力挺，TFT面板的友達(2409)、群創(3481)也續漲支撐，台股在昨天大漲792點後，今早一度回跌逾百點,"周二美股震盪收低，科技股走跌。台積電(2330)今日開低，台股開低後震盪，早盤倚靠航運、鋼鐵等前波最強勢的傳產股上攻力挺，TFT面板的友達(2409)、群創(3481)也續漲支撐，台股在昨天大漲792點後，今早一度回跌逾百點，但多頭力守16000點，盤中跌幅也有所收斂。

大型科技股反轉走低，以及美國4月新屋開工數急跌使市場信心受挫，美股三大指數全面收黑，道瓊工業指數下挫267.13點或0.78%，以34060.66點作收。標準普爾指數跌35.46點或0.85%，收在4127.83點。那斯達克指數下滑75.41點或0.56%，收13303.64點。



台股今早大型電子股不振，指數最低16009點，最高16273點，高低點達264點，在周二的大漲行情後，轉為震盪格局。

台股周二在電金傳產全面猛攻，單日大漲近800點創史上最大漲點紀錄；但因美科技股不振，台積電早盤開低，聯發科(2454)、聯電(2303)等也回到整理格局；今早仍由本波本土疫情爆發才從高點回檔之航運、鋼鐵大漲撐盤，貨櫃航運的長榮(2603)、陽明(2609)、萬海(2615)延續大漲行情，中鋼(2002)、中鴻(2014)續領軍鋼鐵股，原物料相關的華新(1605)、台玻(1802)上攻，友達、群創、彩晶(6116)也續漲；整體來看，前波強勢股持續上攻，台股今日成功力守一萬六千點關卡，隨著傳產續強，金融股指數逐步回到平盤，也使得台股盤中再度翻紅。

回顧昨天，周二台股在外資等法人回補帶動，強彈792點，寫史上最大漲點。

受外資回補、融資大減加上美國疫苗有望來台激勵，電子、金融、傳產股全面反彈，台股加權指數昨天以16145.98點作收，強漲792.09點，創史上單日最大漲點；三大法人同步買超，合計買超298.17億元。

法人指出，雖然疫情變數仍在，但外資籌碼偏向正向，指數出現跌深回彈，並站回半年線，短線回探壓力趨緩。今日尾盤為台指期結算，預計順勢結算，今早守穩16000點關卡後，後續仍待觀察外資等法人籌碼的變化。



",,中時新聞網,https://www.chinatimes.com/realtimenews/20210519002488-260410
162,《盤中解析》美國「鷹」天＋台積貼息 台股保住17200,2021-06-17 10:52:21,財經,聯準會將首次升息時間預測提前至2023年，比預期提前一年，投資人感到意外，美股收跌，台股受到美股下挫影響，加上台積電(2330)除息影響指數，指數開低一度下挫逾150點，盤中跌幅有所收斂，重回17200點之上，預估今天,"聯準會將首次升息時間預測提前至2023年，比預期提前一年，投資人感到意外，美股收跌，台股受到美股下挫影響，加上台積電(2330)除息影響指數，指數開低一度下挫逾150點，盤中跌幅有所收斂，重回17200點之上，預估今天成交金額約4500億元。

今天台積電除息，不過，開盤後一直呈現貼息走勢，對台股指數貢獻不大；就整個盤勢資金流向來看，電子股明顯萎縮，占整體成交比重只有35％左右，而航運股開盤一個半小時成交金額突破千億元，占大盤資金比重達46％，另外，資金也流向原物料為主的造紙、紡織及鋼鐵。



聯準會這次大幅提高通膨預期，但認為將是短暫，同時也對美國經濟前景樂觀，分析師認為，釋出升息的訊息影響應該只有一天，景氣還是影響股市最重要的因素，目前中長期並不悲觀。

台股今天受到國際股市影響，一度跌破10日均線，不過隨即重新站上後回到5日均線附近，日線的技術指標包括KD、RSI、MACD等指標目前維持偏多。不過，昨日K線收黑，量能創下近期最大量，近期量價結構呈現價跌量增、價跌量縮格局，技術指標也有背離跡象，因此，短線雖然多方仍占優勢，但電子股遲遲無法接棒，資金還是停留在航運等族群，且當沖依舊盛行，留意指數修正風險。



",,中時新聞網,https://www.chinatimes.com/realtimenews/20210617002027-260410
163,Ansys先進多物理場簽核方案 獲台積電N3、N4認證,2021-06-16 17:50:59,財經,Ansys（NASDAQ: ANSS）的先進多物理場簽核（signoff）解決方案已通過台積電（2330）先進N3和N4製程技術認證。這讓雙方共同客戶得以滿足高度複雜人工智慧／機器學習、5G、高效能運算（HPC）、網路和自駕車晶片對電源,"Ansys（NASDAQ: ANSS）的先進多物理場簽核（signoff）解決方案已通過台積電（2330）先進N3和N4製程技術認證。這讓雙方共同客戶得以滿足高度複雜人工智慧／機器學習、5G、高效能運算（HPC）、網路和自駕車晶片對電源、散熱和可靠度的嚴格標準 。

Ansys RedHawk-SC的台積電N3和N4製程技術認證包括電源網路萃取、電源完整性和可靠度、訊號電子遷移（electromigration，EM）、自熱（self-heat）熱可靠度分析、熱感知電子遷移（thermal-aware EM）和統計電子遷移預算（statistical EM budgeting）。

Redhawk-SC將運用 Ansys SeaScape基礎架構的彈性運算（elastic compute）、大數據分析和高容量，分析極大型3奈米（nm）網路。Totem也獲得電晶體層級自訂設計認證。Redhawk-SC和Totem的預測準確度同時通過了台積電的認證。

台積電設計基礎架構管理事業部副總裁（vice president of the Design Infrastructure Management Division）Suk Lee表示：「Ansys是我們的長期共同生態系統合作夥伴，持續致力於幫助雙方共同客戶，將台積電領導業界的製程技術優勢最大化。我們期待與Ansys繼續合作，回應客戶在電源和效能方面的重大挑戰，並支援新世代5G、AI、HPC、網路和車載應用晶片設計。」

Ansys副總裁暨總經理John Lee表示：「為了充分滿足客戶需求，我們必須與台積電在先進矽晶片技術密切合作，以實現設計解決方案。我們透過和台積電合作，確保Ansys多物理場模擬平台的簽核準確度，Ansys也持續承諾為雙方共同客戶提供最佳使用經驗。」",,中時新聞網,https://www.chinatimes.com/realtimenews/20210616005013-260410
164,"航海王再度揚帆 台股指數站上17,200點",2021-06-11 11:51:44,財經,台積電（2330）今（11）日開盤直接站上600元大關，惟市場追價買盤並不積極，股價在600～603元之間狹幅橫盤，不過，稍事整理的航海王，隨即接棒，萬海（2615）領頭衝上漲停，長榮（2610）及陽明（2609）等貨櫃三雄一,"台積電（2330）今（11）日開盤直接站上600元大關，惟市場追價買盤並不積極，股價在600～603元之間狹幅橫盤，不過，稍事整理的航海王，隨即接棒，萬海（2615）領頭衝上漲停，長榮（2610）及陽明（2609）等貨櫃三雄一路攻堅，各至少大漲8％及6％以上，台股指數守穩在17,200點之上，至午盤11點半時，指數上漲60多點。

航運股今天重展攻勢，成交量能也明顯放大，至11點過後，成交值已放大至千億元以上，幾乎逼近昨（11）日1,046億元整天的量能，市場資金重回航運股的懷抱，帶動類股指數大漲超過6％，扮演台股多頭步伐續航。",,中時新聞網,https://www.chinatimes.com/realtimenews/20210611003074-260410
165,《台北股市》盤中焦點股：云辰、騰輝、智原、晶心科、高端疫苗、基亞,2021-06-11 10:18:33,財經,1.華邦電(2344)：基本面亮眼，昨三大法人聯手買超14905張，今早股價開高走高逾5.5%。2.廣穎(4973)：5月合併營收年增35.49%，今早股價漲逾3%，向季線挺進。3.世界(5347)：5月營收衝次高，投信持續擴大買超、外資賣超,"1.華邦電(2344)：基本面亮眼，昨三大法人聯手買超14905張，今早股價開高走高逾5.5%。

2.廣穎(4973)：5月合併營收年增35.49%，今早股價漲逾3%，向季線挺進。

3.世界(5347)：5月營收衝次高，投信持續擴大買超、外資賣超縮手，今早股價續漲約1.7%。

4.世紀鋼(9958)：5月營收首破10億元，Q2營運向上，三大法人近兩日連續買超，盤初股價漲逾2.5%。

5.劍麟(2228)：外資近期連續買超、5月營收年增70.38%，今早挾量大漲逾4.5%，飛過月線。

6.宇隆(2233)：在電動車及氫燃料電池車的業務開拓獲得重大突破，本土法人連日買超相挺，今早股價漲逾3.5%。

7.華紙(1905)：5月營收年增35.22%，股價回調整理3日後，今早放量企圖再攻堅30關。

8.台積電(2330)5月營收同期高、6月續拚新高，今早股價重返600關之上。

9.鴻海(2317)：外資轉賣為買，周四買超逾1900張，底部墊高反彈逾3%，站穩5日線上。

10.云辰(2390)：高端新冠疫苗解盲成功，身為集團股，漲停同賀。

11.凱美(2375)：5月合併營收創下單月歷史新高，股價漲勢落後，早盤補漲拉高半根漲停板。

12.騰輝電子-KY(6672)：車用需求強，下半年更旺，高檔整理結束，登上漲停板。

13.信紘科(6667)：5月合併營收創單月新高，業績行情拉高股價上漲逾5.5%。

14.宏璟(2527)：賣廠辦每股挹注2.24元，口袋飽飽，早盤勁揚逾7%。

15.長榮(2603)：第3季拚賺一股本，目標價喊破200元，多頭續航，上漲4%。

16.美食-KY(2723)：5月營收連續4個月雙位數成長，走高3%重回180元。

17.智原(3035)：三大法人昨回補，早盤獲多頭追捧、攻上漲停。

18.M31(6643)：迎傳統旺季，H2看俏，早盤近逼漲停。

19.統一實(9907)：業務有撐，早盤彈漲逾5%、收復短均。

20.富邦金(2881)：5月稅後盈餘、前5月稅後盈餘及累計EPS創高，早盤小漲。

21.晶心科(6533)：5月營收雙升，早盤登頂。

22.高端疫苗(6547)：新冠疫苗二期解盲成功，最快7月施打，激勵開盤跳空鎖漲停，委買張數高掛1.5萬張排隊。

23.基亞(3176)：高端新冠二期解盲成功，大股東跟進漲停同慶，股價衝上近1年高。

24.台康生技(6589)：為生產高端新冠疫苗原液廠，開盤衝上天價195元後陷入多空激戰，盤中漲幅約6%。

25.群創(3481)：5月營收寫4年半新高，早盤跌深反彈2%，守穩20元。

26.彩晶(6116)：5月營收年增逾1倍，早盤帶量勁揚4%，月線有撐。

27.耀登(3138)：5月營收為1.32億元，年增46.44%，推升晨盤急拉漲停，重返200元。

28.慧智(6615)：鎖定高端檢測市場，5月營收創新高，今股價強鎖漲停，衝上50元。



",,中時新聞網,https://www.chinatimes.com/realtimenews/20210611002451-260410
166,《盤後解析》航運量大稱王 周線連5紅,2021-06-18 14:16:16,財經,美國Fed釋出偏鷹派訊息，台股自身也面臨高檔繼續向上的壓力，指數陷入震盪，航運股持續吸金、量大稱王，電子股欲振乏力，終場最後一盤大單壓低，影響指數約40點，終場收跌72.07點、報在17318.54點、成交量為5349.36,"美國Fed釋出偏鷹派訊息，台股自身也面臨高檔繼續向上的壓力，指數陷入震盪，航運股持續吸金、量大稱王，電子股欲振乏力，終場最後一盤大單壓低，影響指數約40點，終場收跌72.07點、報在17318.54點、成交量為5349.36億元；台股周線連5紅、本周指數漲105點。

電子股今顯欲振乏力，成交比重落在約41%，權值股台積電(2330)整場陷入震盪，跌幅約0.6%，惟力守600元大關、收在603元，聯電(2303)亦震盪整理，股價小跌、收在52.2元，鴻海(2317)跌幅約0.8%，聯發科(2454)則是午盤後股價翻黑，小跌約0.6%，面板股友達(2409)、群創(3481)衝高後回落，友達回到平盤附近，群創則是小跌約0.7%。



電子股今呈現零星點火，包括PCB、矽晶圓、主機板等族群，散熱廠第三季營收叫好，雙鴻(3324)、奇鋐(3017)及泰碩(3338)第3季營運看好，今天股價同步走高，其中雙鴻、泰碩股價攻上漲停，奇鋐漲幅亦逾9%；輝達受惠遊戲、挖礦等市場需求暢旺之下，營運大幅成長，帶動微星(2377)、技嘉(2376)股價分別大漲逾5%、7%，華擎(3515)更一舉突破200元大關，挑戰去年9月的205.5元高價、收在201.5元；矽晶圓明後年行情大好，恐面臨大缺貨，合晶(6182)開高大漲，盤中後漲幅收斂，終場收漲逾2.5%。

航運股今多頭點火，儘管長榮(2603)、四維航(5608)、正德(2641)三檔航運股今天處置交易，但航運股人氣依舊火熱，占大盤成交金額比重逼近5成，再次超越電子股，盤中上市櫃航運股更高達14檔亮燈漲停，裕民(2606)、新興(2605)、中航(2612)、慧洋-KY(2637)、台航(2617)及正德均亮燈漲停，長榮、陽明(2609)、萬海(2615)都將於今日收盤後進入台灣50成分股，陽明、萬海盤中再寫史上新高價，終場高掛漲停，陽明、長榮漲幅也逾2.5%、4.5%， 貨攬業者在台驊投控(2636)持續創高漲停，帶動中菲行(5609)、捷迅(2643)也再度亮燈，今天首次站上百元新高價，也是第六檔股價破百的航運股。

分析師表示，近期台灣新增確診人數獲得控制，且陸續安排民眾施打疫苗，八月前千萬劑疫苗將到位，市場對於國內防疫仍具信心；加上歐美景氣復甦確立，央行上調台灣經濟成長率，有利台股後續表現，目前台股指數已突破6月3日前高17300點的上檔壓力區，目前持續守穩各期均線之上，且各期均線呈多頭排列向上走揚，中期均線月、季線將持續向上墊高，17000點左右下檔支撐性強，KD指標亦重新黃金交叉向上，顯示中多格局未變，選股以高殖利率概念股及業績題材股為主。



",,中時新聞網,https://www.chinatimes.com/realtimenews/20210618003067-260410
